,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
6,clf,ada,all,ALL_NO_3_2_1,30_90,included,basic,0.64,{'n_estimators': 10},0.64,0.68,0.59,0.78,0.42,294.00,802.00,196.00,"{'0': {'precision': 0.594855305466238, 'recall': 0.6292517006802721, 'f1-score': 0.6115702479338844, 'support': 294}, '1': {'precision': 0.7781201848998459, 'recall': 0.6296758104738155, 'f1-score': 0.6960716747070985, 'support': 802}, '2': {'precision': 0.41566265060240964, 'recall': 0.7040816326530612, 'f1-score': 0.5227272727272727, 'support': 196}, 'micro avg': {'precision': 0.6408668730650154, 'recall': 0.6408668730650154, 'f1-score': 0.6408668730650154, 'support': 1292}, 'macro avg': {'precision': 0.5962127136561646, 'recall': 0.6543363812690496, 'f1-score': 0.6101230651227519, 'support': 1292}, 'weighted avg': {'precision': 0.681431677720451, 'recall': 0.6408668730650154, 'f1-score': 0.6505461930821985, 'support': 1292}}",0.64
0,clf,kn,basic,ALL_YES_1_1_1,30_90,included,basic,0.64,{'n_neighbors': 51},0.65,0.77,0.37,0.90,0.31,114.00,711.00,92.00,"{'0': {'precision': 0.37438423645320196, 'recall': 0.6666666666666666, 'f1-score': 0.4794952681388013, 'support': 114}, '1': {'precision': 0.8984375, 'recall': 0.6469760900140648, 'f1-score': 0.7522485690923958, 'support': 711}, '2': {'precision': 0.3118811881188119, 'recall': 0.6847826086956522, 'f1-score': 0.4285714285714286, 'support': 92}, 'micro avg': {'precision': 0.653217011995638, 'recall': 0.653217011995638, 'f1-score': 0.653217011995638, 'support': 917}, 'macro avg': {'precision': 0.5282343081906713, 'recall': 0.6661417884587945, 'f1-score': 0.5534384219342086, 'support': 917}, 'weighted avg': {'precision': 0.7744404959243139, 'recall': 0.653217011995638, 'f1-score': 0.6858667007863557, 'support': 917}}",3.08
1,clf,svc-rbf,basic,ALL_YES_1_1_1,30_90,included,basic,0.54,"{'C': 1, 'gamma': 1}",0.56,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5583424209378408, 'recall': 0.5583424209378408, 'f1-score': 0.5583424209378408, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1861141403126136, 'f1-score': 0.23886167483088408, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}}",3.03
2,clf,dtree,basic,ALL_YES_1_1_1,30_90,included,basic,0.66,"{'max_depth': 3, 'min_samples_leaf': 100}",0.67,0.72,0.52,0.83,0.42,170.00,631.00,116.00,"{'0': {'precision': 0.5221674876847291, 'recall': 0.6235294117647059, 'f1-score': 0.5683646112600536, 'support': 170}, '1': {'precision': 0.833984375, 'recall': 0.6767036450079239, 'f1-score': 0.747156605424322, 'support': 631}, '2': {'precision': 0.4207920792079208, 'recall': 0.7327586206896551, 'f1-score': 0.5345911949685533, 'support': 116}, 'micro avg': {'precision': 0.6739367502726281, 'recall': 0.6739367502726281, 'f1-score': 0.6739367502726281, 'support': 917}, 'macro avg': {'precision': 0.5923146472975499, 'recall': 0.6776638924874283, 'f1-score': 0.6167041372176431, 'support': 917}, 'weighted avg': {'precision': 0.7239089364444088, 'recall': 0.6739367502726281, 'f1-score': 0.6871214618901946, 'support': 917}}",0.26
3,clf,rforest,basic,ALL_YES_1_1_1,30_90,included,basic,0.66,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.67,0.74,0.45,0.86,0.40,132.00,660.00,125.00,"{'0': {'precision': 0.45320197044334976, 'recall': 0.696969696969697, 'f1-score': 0.5492537313432836, 'support': 132}, '1': {'precision': 0.85546875, 'recall': 0.6636363636363637, 'f1-score': 0.7474402730375427, 'support': 660}, '2': {'precision': 0.400990099009901, 'recall': 0.648, 'f1-score': 0.4954128440366972, 'support': 125}, 'micro avg': {'precision': 0.6663031624863686, 'recall': 0.6663031624863686, 'f1-score': 0.6663031624863686, 'support': 917}, 'macro avg': {'precision': 0.5698869398177502, 'recall': 0.6695353535353537, 'f1-score': 0.5973689494725078, 'support': 917}, 'weighted avg': {'precision': 0.7356115566791275, 'recall': 0.6663031624863686, 'f1-score': 0.6845569010323651, 'support': 917}}",11.52
4,clf,xgb,basic,ALL_YES_1_1_1,30_90,included,basic,0.65,{'n_estimators': 10},0.68,0.75,0.43,0.87,0.43,127.00,669.00,121.00,"{'0': {'precision': 0.43349753694581283, 'recall': 0.6929133858267716, 'f1-score': 0.5333333333333333, 'support': 127}, '1': {'precision': 0.873046875, 'recall': 0.6681614349775785, 'f1-score': 0.7569856054191364, 'support': 669}, '2': {'precision': 0.42574257425742573, 'recall': 0.7107438016528925, 'f1-score': 0.5325077399380804, 'support': 121}, 'micro avg': {'precision': 0.6772082878953108, 'recall': 0.6772082878953108, 'f1-score': 0.6772082878953108, 'support': 917}, 'macro avg': {'precision': 0.5774289954010795, 'recall': 0.6906062074857475, 'f1-score': 0.60760889289685, 'support': 917}, 'weighted avg': {'precision': 0.7531487437865504, 'recall': 0.6772082878953108, 'f1-score': 0.6963905560427953, 'support': 917}}",0.44
5,clf,gboosting,basic,ALL_YES_1_1_1,30_90,included,basic,0.65,{'n_estimators': 50},0.67,0.71,0.50,0.82,0.46,161.00,613.00,143.00,"{'0': {'precision': 0.5024630541871922, 'recall': 0.6335403726708074, 'f1-score': 0.5604395604395603, 'support': 161}, '1': {'precision': 0.81640625, 'recall': 0.6818923327895595, 'f1-score': 0.7431111111111112, 'support': 613}, '2': {'precision': 0.4603960396039604, 'recall': 0.6503496503496503, 'f1-score': 0.5391304347826087, 'support': 143}, 'micro avg': {'precision': 0.6684841875681571, 'recall': 0.6684841875681571, 'f1-score': 0.6684841875681571, 'support': 917}, 'macro avg': {'precision': 0.5930884479303842, 'recall': 0.6552607852700058, 'f1-score': 0.6142270354444267, 'support': 917}, 'weighted avg': {'precision': 0.7057690475872457, 'recall': 0.6684841875681571, 'f1-score': 0.6792295883487387, 'support': 917}}",1.30
6,clf,ada,basic,ALL_YES_1_1_1,30_90,included,basic,0.64,{'n_estimators': 10},0.65,0.69,0.51,0.80,0.43,168.00,605.00,144.00,"{'0': {'precision': 0.5123152709359606, 'recall': 0.6190476190476191, 'f1-score': 0.5606469002695418, 'support': 168}, '1': {'precision': 0.796875, 'recall': 0.6743801652892562, 'f1-score': 0.7305282005371531, 'support': 605}, '2': {'precision': 0.4306930693069307, 'recall': 0.6041666666666666, 'f1-score': 0.5028901734104045, 'support': 144}, 'micro avg': {'precision': 0.653217011995638, 'recall': 0.653217011995638, 'f1-score': 0.653217011995638, 'support': 917}, 'macro avg': {'precision': 0.5799611134142971, 'recall': 0.6325314836678473, 'f1-score': 0.5980217580723665, 'support': 917}, 'weighted avg': {'precision': 0.6872389776417006, 'recall': 0.653217011995638, 'f1-score': 0.6636580431203477, 'support': 917}}",0.42
0,clf,kn,all,ALL_YES_1_1_1,30_90,included,basic,0.64,{'n_neighbors': 51},0.65,0.78,0.32,0.90,0.33,99.00,727.00,91.00,"{'0': {'precision': 0.32019704433497537, 'recall': 0.6565656565656566, 'f1-score': 0.43046357615894043, 'support': 99}, '1': {'precision': 0.904296875, 'recall': 0.6368638239339752, 'f1-score': 0.7473769168684422, 'support': 727}, '2': {'precision': 0.32673267326732675, 'recall': 0.7252747252747253, 'f1-score': 0.45051194539249145, 'support': 91}, 'micro avg': {'precision': 0.6477644492911668, 'recall': 0.6477644492911668, 'f1-score': 0.6477644492911668, 'support': 917}, 'macro avg': {'precision': 0.5170755308674341, 'recall': 0.6729014019247858, 'f1-score': 0.5427841461399581, 'support': 917}, 'weighted avg': {'precision': 0.7839214926733798, 'recall': 0.6477644492911668, 'f1-score': 0.6837028349332708, 'support': 917}}",3.94
1,clf,svc-rbf,all,ALL_YES_1_1_1,30_90,included,basic,0.54,"{'C': 1, 'gamma': 1}",0.56,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5583424209378408, 'recall': 0.5583424209378408, 'f1-score': 0.5583424209378408, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1861141403126136, 'f1-score': 0.23886167483088408, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}}",3.26
2,clf,dtree,all,ALL_YES_1_1_1,30_90,included,basic,0.66,"{'max_depth': 3, 'min_samples_leaf': 100}",0.67,0.72,0.52,0.83,0.42,170.00,631.00,116.00,"{'0': {'precision': 0.5221674876847291, 'recall': 0.6235294117647059, 'f1-score': 0.5683646112600536, 'support': 170}, '1': {'precision': 0.833984375, 'recall': 0.6767036450079239, 'f1-score': 0.747156605424322, 'support': 631}, '2': {'precision': 0.4207920792079208, 'recall': 0.7327586206896551, 'f1-score': 0.5345911949685533, 'support': 116}, 'micro avg': {'precision': 0.6739367502726281, 'recall': 0.6739367502726281, 'f1-score': 0.6739367502726281, 'support': 917}, 'macro avg': {'precision': 0.5923146472975499, 'recall': 0.6776638924874283, 'f1-score': 0.6167041372176431, 'support': 917}, 'weighted avg': {'precision': 0.7239089364444088, 'recall': 0.6739367502726281, 'f1-score': 0.6871214618901946, 'support': 917}}",0.30
3,clf,rforest,all,ALL_YES_1_1_1,30_90,included,basic,0.66,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",0.66,0.73,0.45,0.85,0.40,136.00,655.00,126.00,"{'0': {'precision': 0.45320197044334976, 'recall': 0.6764705882352942, 'f1-score': 0.5427728613569321, 'support': 136}, '1': {'precision': 0.8515625, 'recall': 0.665648854961832, 'f1-score': 0.7472150814053128, 'support': 655}, '2': {'precision': 0.400990099009901, 'recall': 0.6428571428571429, 'f1-score': 0.4939024390243903, 'support': 126}, 'micro avg': {'precision': 0.6641221374045801, 'recall': 0.6641221374045801, 'f1-score': 0.6641221374045801, 'support': 917}, 'macro avg': {'precision': 0.5685848564844168, 'recall': 0.6616588620180898, 'f1-score': 0.5946301272622118, 'support': 917}, 'weighted avg': {'precision': 0.7305710555676587, 'recall': 0.6641221374045801, 'f1-score': 0.6820879986718603, 'support': 917}}",11.97
4,clf,xgb,all,ALL_YES_1_1_1,30_90,included,basic,0.66,{'n_estimators': 50},0.67,0.72,0.48,0.84,0.44,143.00,634.00,140.00,"{'0': {'precision': 0.4827586206896552, 'recall': 0.6853146853146853, 'f1-score': 0.5664739884393064, 'support': 143}, '1': {'precision': 0.83984375, 'recall': 0.6782334384858044, 'f1-score': 0.7504363001745201, 'support': 634}, '2': {'precision': 0.4405940594059406, 'recall': 0.6357142857142857, 'f1-score': 0.52046783625731, 'support': 140}, 'micro avg': {'precision': 0.6728462377317339, 'recall': 0.6728462377317339, 'f1-score': 0.6728462377317339, 'support': 917}, 'macro avg': {'precision': 0.5877321433651986, 'recall': 0.6664208031715918, 'f1-score': 0.6124593749570456, 'support': 917}, 'weighted avg': {'precision': 0.7232045676940594, 'recall': 0.6728462377317339, 'f1-score': 0.6866389222829771, 'support': 917}}",0.53
5,clf,gboosting,all,ALL_YES_1_1_1,30_90,included,basic,0.65,{'n_estimators': 10},0.66,0.75,0.39,0.87,0.42,118.00,680.00,119.00,"{'0': {'precision': 0.3891625615763547, 'recall': 0.6694915254237288, 'f1-score': 0.4922118380062305, 'support': 118}, '1': {'precision': 0.87109375, 'recall': 0.6558823529411765, 'f1-score': 0.7483221476510067, 'support': 680}, '2': {'precision': 0.4158415841584158, 'recall': 0.7058823529411765, 'f1-score': 0.5233644859813085, 'support': 119}, 'micro avg': {'precision': 0.6641221374045801, 'recall': 0.6641221374045801, 'f1-score': 0.6641221374045801, 'support': 917}, 'macro avg': {'precision': 0.5586992985782568, 'recall': 0.6770854104353606, 'f1-score': 0.5879661572128486, 'support': 917}, 'weighted avg': {'precision': 0.7500000880925424, 'recall': 0.6641221374045801, 'f1-score': 0.6861727711223504, 'support': 917}}",1.52
6,clf,ada,all,ALL_YES_1_1_1,30_90,included,basic,0.64,{'n_estimators': 10},0.65,0.69,0.51,0.80,0.43,168.00,605.00,144.00,"{'0': {'precision': 0.5123152709359606, 'recall': 0.6190476190476191, 'f1-score': 0.5606469002695418, 'support': 168}, '1': {'precision': 0.796875, 'recall': 0.6743801652892562, 'f1-score': 0.7305282005371531, 'support': 605}, '2': {'precision': 0.4306930693069307, 'recall': 0.6041666666666666, 'f1-score': 0.5028901734104045, 'support': 144}, 'micro avg': {'precision': 0.653217011995638, 'recall': 0.653217011995638, 'f1-score': 0.653217011995638, 'support': 917}, 'macro avg': {'precision': 0.5799611134142971, 'recall': 0.6325314836678473, 'f1-score': 0.5980217580723665, 'support': 917}, 'weighted avg': {'precision': 0.6872389776417006, 'recall': 0.653217011995638, 'f1-score': 0.6636580431203477, 'support': 917}}",0.46
0,clf,kn,basic,ALL_YES_3_2_1,30_90,included,basic,0.64,{'n_neighbors': 51},0.65,0.78,0.37,0.90,0.31,112.00,714.00,91.00,"{'0': {'precision': 0.37438423645320196, 'recall': 0.6785714285714286, 'f1-score': 0.4825396825396825, 'support': 112}, '1': {'precision': 0.8984375, 'recall': 0.6442577030812325, 'f1-score': 0.7504078303425775, 'support': 714}, '2': {'precision': 0.3069306930693069, 'recall': 0.6813186813186813, 'f1-score': 0.42320819112627983, 'support': 91}, 'micro avg': {'precision': 0.6521264994547438, 'recall': 0.6521264994547438, 'f1-score': 0.6521264994547438, 'support': 917}, 'macro avg': {'precision': 0.5265841431741697, 'recall': 0.6680492709904474, 'f1-score': 0.55205190133618, 'support': 917}, 'weighted avg': {'precision': 0.7757318457492536, 'recall': 0.6521264994547438, 'f1-score': 0.6852209167955685, 'support': 917}}",3.91
1,clf,svc-rbf,basic,ALL_YES_3_2_1,30_90,included,basic,0.54,"{'C': 1, 'gamma': 1}",0.56,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5583424209378408, 'recall': 0.5583424209378408, 'f1-score': 0.5583424209378408, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1861141403126136, 'f1-score': 0.23886167483088408, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}}",3.04
2,clf,dtree,basic,ALL_YES_3_2_1,30_90,included,basic,0.66,"{'max_depth': 3, 'min_samples_leaf': 100}",0.67,0.72,0.52,0.83,0.42,170.00,631.00,116.00,"{'0': {'precision': 0.5221674876847291, 'recall': 0.6235294117647059, 'f1-score': 0.5683646112600536, 'support': 170}, '1': {'precision': 0.833984375, 'recall': 0.6767036450079239, 'f1-score': 0.747156605424322, 'support': 631}, '2': {'precision': 0.4207920792079208, 'recall': 0.7327586206896551, 'f1-score': 0.5345911949685533, 'support': 116}, 'micro avg': {'precision': 0.6739367502726281, 'recall': 0.6739367502726281, 'f1-score': 0.6739367502726281, 'support': 917}, 'macro avg': {'precision': 0.5923146472975499, 'recall': 0.6776638924874283, 'f1-score': 0.6167041372176431, 'support': 917}, 'weighted avg': {'precision': 0.7239089364444088, 'recall': 0.6739367502726281, 'f1-score': 0.6871214618901946, 'support': 917}}",0.26
3,clf,rforest,basic,ALL_YES_3_2_1,30_90,included,basic,0.65,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 10}",0.65,0.72,0.40,0.84,0.42,130.00,654.00,133.00,"{'0': {'precision': 0.4039408866995074, 'recall': 0.6307692307692307, 'f1-score': 0.49249249249249255, 'support': 130}, '1': {'precision': 0.83984375, 'recall': 0.6574923547400612, 'f1-score': 0.7375643224699828, 'support': 654}, '2': {'precision': 0.4207920792079208, 'recall': 0.6390977443609023, 'f1-score': 0.5074626865671642, 'support': 133}, 'micro avg': {'precision': 0.6510359869138496, 'recall': 0.6510359869138496, 'f1-score': 0.6510359869138496, 'support': 917}, 'macro avg': {'precision': 0.5548589053024761, 'recall': 0.6424531099567314, 'f1-score': 0.5791731671765464, 'support': 917}, 'weighted avg': {'precision': 0.7172687833212534, 'recall': 0.6510359869138496, 'f1-score': 0.6694477952375416, 'support': 917}}",11.44
4,clf,xgb,basic,ALL_YES_3_2_1,30_90,included,basic,0.65,{'n_estimators': 10},0.67,0.74,0.44,0.86,0.43,129.00,661.00,127.00,"{'0': {'precision': 0.43842364532019706, 'recall': 0.689922480620155, 'f1-score': 0.5361445783132531, 'support': 129}, '1': {'precision': 0.86328125, 'recall': 0.6686838124054463, 'f1-score': 0.7536231884057972, 'support': 661}, '2': {'precision': 0.4306930693069307, 'recall': 0.6850393700787402, 'f1-score': 0.5288753799392096, 'support': 127}, 'micro avg': {'precision': 0.6739367502726281, 'recall': 0.6739367502726281, 'f1-score': 0.6739367502726281, 'support': 917}, 'macro avg': {'precision': 0.5774659882090426, 'recall': 0.6812152210347805, 'f1-score': 0.60621438221942, 'support': 917}, 'weighted avg': {'precision': 0.7436025913830814, 'recall': 0.6739367502726281, 'f1-score': 0.6919026732725424, 'support': 917}}",0.45
5,clf,gboosting,basic,ALL_YES_3_2_1,30_90,included,basic,0.65,{'n_estimators': 50},0.67,0.71,0.49,0.83,0.46,152.00,620.00,145.00,"{'0': {'precision': 0.4876847290640394, 'recall': 0.6513157894736842, 'f1-score': 0.5577464788732395, 'support': 152}, '1': {'precision': 0.826171875, 'recall': 0.682258064516129, 'f1-score': 0.7473498233215548, 'support': 620}, '2': {'precision': 0.45544554455445546, 'recall': 0.6344827586206897, 'f1-score': 0.5302593659942363, 'support': 145}, 'micro avg': {'precision': 0.6695747001090513, 'recall': 0.6695747001090513, 'f1-score': 0.6695747001090513, 'support': 917}, 'macro avg': {'precision': 0.5897673828728316, 'recall': 0.6560188708701676, 'f1-score': 0.6117852227296768, 'support': 917}, 'weighted avg': {'precision': 0.7114441060830208, 'recall': 0.6695747001090513, 'f1-score': 0.6815942893318001, 'support': 917}}",1.41
6,clf,ada,basic,ALL_YES_3_2_1,30_90,included,basic,0.64,{'n_estimators': 10},0.65,0.69,0.51,0.80,0.43,168.00,605.00,144.00,"{'0': {'precision': 0.5123152709359606, 'recall': 0.6190476190476191, 'f1-score': 0.5606469002695418, 'support': 168}, '1': {'precision': 0.796875, 'recall': 0.6743801652892562, 'f1-score': 0.7305282005371531, 'support': 605}, '2': {'precision': 0.4306930693069307, 'recall': 0.6041666666666666, 'f1-score': 0.5028901734104045, 'support': 144}, 'micro avg': {'precision': 0.653217011995638, 'recall': 0.653217011995638, 'f1-score': 0.653217011995638, 'support': 917}, 'macro avg': {'precision': 0.5799611134142971, 'recall': 0.6325314836678473, 'f1-score': 0.5980217580723665, 'support': 917}, 'weighted avg': {'precision': 0.6872389776417006, 'recall': 0.653217011995638, 'f1-score': 0.6636580431203477, 'support': 917}}",0.46
0,clf,kn,all,ALL_YES_3_2_1,30_90,included,basic,0.64,{'n_neighbors': 51},0.65,0.78,0.33,0.90,0.33,100.00,725.00,92.00,"{'0': {'precision': 0.33004926108374383, 'recall': 0.67, 'f1-score': 0.4422442244224422, 'support': 100}, '1': {'precision': 0.904296875, 'recall': 0.6386206896551724, 'f1-score': 0.7485852869846402, 'support': 725}, '2': {'precision': 0.32673267326732675, 'recall': 0.717391304347826, 'f1-score': 0.44897959183673475, 'support': 92}, 'micro avg': {'precision': 0.6499454743729552, 'recall': 0.6499454743729552, 'f1-score': 0.6499454743729552, 'support': 917}, 'macro avg': {'precision': 0.5203596031170236, 'recall': 0.6753373313343328, 'f1-score': 0.5466030344146057, 'support': 917}, 'weighted avg': {'precision': 0.7837290800697584, 'recall': 0.6499454743729552, 'f1-score': 0.6851198232879913, 'support': 917}}",4.88
1,clf,svc-rbf,all,ALL_YES_3_2_1,30_90,included,basic,0.54,"{'C': 1, 'gamma': 1}",0.56,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5583424209378408, 'recall': 0.5583424209378408, 'f1-score': 0.5583424209378408, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1861141403126136, 'f1-score': 0.23886167483088408, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5583424209378408, 'f1-score': 0.7165850244926523, 'support': 917}}",2.81
2,clf,dtree,all,ALL_YES_3_2_1,30_90,included,basic,0.66,"{'max_depth': 3, 'min_samples_leaf': 100}",0.67,0.72,0.52,0.83,0.42,170.00,631.00,116.00,"{'0': {'precision': 0.5221674876847291, 'recall': 0.6235294117647059, 'f1-score': 0.5683646112600536, 'support': 170}, '1': {'precision': 0.833984375, 'recall': 0.6767036450079239, 'f1-score': 0.747156605424322, 'support': 631}, '2': {'precision': 0.4207920792079208, 'recall': 0.7327586206896551, 'f1-score': 0.5345911949685533, 'support': 116}, 'micro avg': {'precision': 0.6739367502726281, 'recall': 0.6739367502726281, 'f1-score': 0.6739367502726281, 'support': 917}, 'macro avg': {'precision': 0.5923146472975499, 'recall': 0.6776638924874283, 'f1-score': 0.6167041372176431, 'support': 917}, 'weighted avg': {'precision': 0.7239089364444088, 'recall': 0.6739367502726281, 'f1-score': 0.6871214618901946, 'support': 917}}",0.25
3,clf,rforest,all,ALL_YES_3_2_1,30_90,included,basic,0.66,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 100}",0.67,0.73,0.47,0.85,0.40,139.00,656.00,122.00,"{'0': {'precision': 0.46798029556650245, 'recall': 0.6834532374100719, 'f1-score': 0.5555555555555556, 'support': 139}, '1': {'precision': 0.853515625, 'recall': 0.6661585365853658, 'f1-score': 0.7482876712328768, 'support': 656}, '2': {'precision': 0.400990099009901, 'recall': 0.6639344262295082, 'f1-score': 0.5, 'support': 122}, 'micro avg': {'precision': 0.6684841875681571, 'recall': 0.6684841875681571, 'f1-score': 0.6684841875681571, 'support': 917}, 'macro avg': {'precision': 0.5741620065254679, 'recall': 0.6711820667416486, 'f1-score': 0.6012810755961441, 'support': 917}, 'weighted avg': {'precision': 0.7348705596106344, 'recall': 0.6684841875681571, 'f1-score': 0.6860402775910462, 'support': 917}}",10.17
4,clf,xgb,all,ALL_YES_3_2_1,30_90,included,basic,0.65,{'n_estimators': 10},0.67,0.74,0.42,0.86,0.43,128.00,663.00,126.00,"{'0': {'precision': 0.4236453201970443, 'recall': 0.671875, 'f1-score': 0.5196374622356495, 'support': 128}, '1': {'precision': 0.861328125, 'recall': 0.665158371040724, 'f1-score': 0.7506382978723405, 'support': 663}, '2': {'precision': 0.4306930693069307, 'recall': 0.6904761904761905, 'f1-score': 0.5304878048780488, 'support': 126}, 'micro avg': {'precision': 0.6695747001090513, 'recall': 0.6695747001090513, 'f1-score': 0.6695747001090513, 'support': 917}, 'macro avg': {'precision': 0.5718888381679916, 'recall': 0.675836520505638, 'f1-score': 0.600254521662013, 'support': 917}, 'weighted avg': {'precision': 0.7410626767643348, 'recall': 0.6695747001090513, 'f1-score': 0.6881442203600426, 'support': 917}}",0.44
5,clf,gboosting,all,ALL_YES_3_2_1,30_90,included,basic,0.65,{'n_estimators': 50},0.66,0.71,0.48,0.82,0.45,150.00,622.00,145.00,"{'0': {'precision': 0.4827586206896552, 'recall': 0.6533333333333333, 'f1-score': 0.5552407932011332, 'support': 150}, '1': {'precision': 0.822265625, 'recall': 0.6768488745980707, 'f1-score': 0.7425044091710759, 'support': 622}, '2': {'precision': 0.44554455445544555, 'recall': 0.6206896551724138, 'f1-score': 0.5187319884726225, 'support': 145}, 'micro avg': {'precision': 0.6641221374045801, 'recall': 0.6641221374045801, 'f1-score': 0.6641221374045801, 'support': 917}, 'macro avg': {'precision': 0.5835229333817002, 'recall': 0.650290621034606, 'f1-score': 0.6054923969482772, 'support': 917}, 'weighted avg': {'precision': 0.7071613655937709, 'recall': 0.6641221374045801, 'f1-score': 0.6764885494145141, 'support': 917}}",1.39
